1HLC03CT001_	1HLC51CF001_	1HLC52CF001_	1HLC53CF001_	1HLC51CT001_	1HLC52CT001_	1HLC53CT001_	1HTA11CF001_	1HTA11CF001___	1HBK10FT001_	1HBK10DT001_PV	1HBK40CT001_	1HBK40CT002_	1HBK40CT003_	1HAD10FT001_	1HBK40CT006_	1LBA10CF001_	1LBA10CT901_	1HNA10CT001_	1LAB40CF001_	1HAC20CT001_	1LAB40CT001_	1LBA20CP901XQ01	1LBA20CT901XQ01	1MAA35CP901XQ01	1NDD10CP901XQ01	1MKA10CE015XQ01	1NDD10CT001XQ01	1NDD10CP001XQ01	1NDD20CT001XQ01	1NDA10CT001_	1NDB10CT003_	1NDA10CF010_A
87.62745531	5.995918681	5.547794399	4.245322938	90.8211159	92.72205185	95.6530661	88.02226509	137.8174005	1165.204488	1165.076131	482.2014888	426.3280551	515.6791104	269.9577682	319.0994231	14.78422556	426.7823336	180.7952443	15.76102945	203.420845	129.2184512	50.01906992	430.4141365	0.156415635	-0.454919416	9.771341342	78.33106152	-0.454919416	105.0185462	103.0804058	48.24730368	38.20938531
87.63632831	5.998918484	5.545017313	4.240753717	91.74776158	93.05379036	94.87597599	90.19706697	140.5211457	1159.455063	1160.265442	483.2252242	429.9691506	518.3573935	270.1555277	318.234556	14.68324797	424.873863	179.5124545	15.72159845	203.0430455	128.9494869	49.99088371	428.5509085	0.15281711	-0.454664985	9.711047322	78.380766	-0.454664985	104.9424794	102.9441959	48.50212107	36.85282609
87.64917506	6.000980712	5.552338562	4.251024234	90.84238465	92.86710989	95.26938967	89.9805577	141.2396102	1164.942734	1165.043262	478.5679289	420.2535026	511.1565263	270.527134	317.0044311	14.56099276	424.1680579	180.1191148	15.546144	201.5030057	129.2253679	49.99910097	427.7915666	0.153945335	-0.456999862	9.541947232	78.36435336	-0.456999862	105.001226	103.0485718	48.1953487	37.57360293
87.62483039	6.002107357	5.552438706	4.249591356	91.78057864	93.4027356	95.51516421	88.76805126	138.9031122	1172.006996	1172.417736	479.6337726	427.6539807	515.826762	270.5002782	316.8870047	14.73385177	425.6130939	180.2882642	15.59476361	200.9852126	129.0304137	49.98001809	429.2275075	0.16599121	-0.452387571	9.651355843	78.46232711	-0.452387571	105.1342179	103.1270258	48.21476503	42.26943958
87.65921363	5.996835918	5.547951102	4.247121341	90.99168241	93.28729735	95.44347939	87.15906167	136.3611329	1161.770309	1162.159246	480.3506562	426.8861376	515.3822601	270.5550029	316.2418418	14.69075106	424.778744	178.2580113	15.70873151	201.6605533	129.1840211	49.98748881	428.4049627	0.231398447	-0.438024294	9.621407373	79.49119779	-0.438024294	107.0086761	105.0633865	48.30516681	32.45736552
87.68933156	5.996353421	5.543549089	4.242998146	91.53672699	93.18125414	95.38214099	87.5589418	137.0134636	1163.545486	1163.073658	480.8511087	428.4106904	516.2727682	270.4754682	317.0760206	14.65949656	424.7976688	179.4356304	15.69438518	201.859197	129.1541323	50.04390837	428.4546216	0.237103733	-0.434222469	9.564240581	79.50763559	-0.434222469	106.9896383	105.0209746	48.37836178	33.83263185
87.69369771	5.987662266	5.544047621	4.241722973	91.86096831	93.96998771	95.64968145	86.25894051	134.6175267	1167.964094	1167.465494	480.5210247	423.535892	514.0126181	270.4655282	317.8365186	14.63927298	425.8656024	180.9067059	15.58507187	202.0488177	129.0346272	49.99191203	429.4582192	0.232809899	-0.435031416	9.510219988	79.57699208	-0.435031416	107.0029274	105.0712904	48.40003787	32.79944439
87.77603658	5.990536247	5.539220041	4.240398535	92.07672655	94.16817536	96.15072498	86.74680974	135.6706305	1167.46211	1167.21049	482.4293372	427.7074796	516.0375043	271.3199944	318.7751999	14.75987323	426.4558547	181.2521554	15.73752324	203.1168255	129.1006411	50.01518277	430.1305588	0.229468758	-0.435478406	9.663721137	79.56905426	-0.435478406	106.8888183	104.9602208	48.56504123	29.43621165
87.66447644	5.994127837	5.54607222	4.244447769	92.06177266	94.16548737	96.1350909	85.31626383	133.1458952	1170.034476	1170.464322	481.5491763	427.6421493	516.1196366	271.0480448	317.4120197	14.66107269	424.5016526	180.5608178	15.67453967	201.8628331	129.0506547	49.99421682	428.2146584	0.235219169	-0.431821633	9.536071872	79.71343153	-0.431821633	106.9496563	105.0664085	48.87894081	27.36038084
87.65542096	6.000754592	5.551036833	4.250263718	91.9824767	94.13244119	96.10696089	85.74979761	134.39503	1167.827326	1167.901494	480.1182942	425.7197668	514.5497227	270.8423592	316.9162149	14.58829628	424.7966421	181.3181253	15.50854556	200.8541564	129.188849	49.99587354	428.3427852	0.233171397	-0.421490679	9.476952003	80.36582052	-0.421490679	106.9279863	104.9765999	50.18244041	21.69745559
87.68875567	5.991852826	5.547201992	4.24669657	92.37834616	94.23552062	96.13654066	84.91667694	132.7724841	1176.365535	1176.189963	482.8857172	429.2960397	517.8773353	271.1120997	317.8829985	14.73465137	425.2355461	182.1058678	15.72030514	201.0386525	129.2134846	49.98565451	428.9624982	0.240194374	-0.412096359	9.588828395	80.79495878	-0.412096359	107.0717475	105.0288245	51.1320214	17.76620654
87.63540368	5.993179628	5.543650208	4.246616017	91.36390634	93.96130822	96.43010721	84.74813683	132.1476032	1170.449689	1170.936379	479.8775634	419.5395673	511.0490874	270.9088771	315.9506298	14.65445424	424.6872548	178.0685023	15.60735897	201.148546	129.0829829	50.00317858	428.3002898	0.233708259	-0.396485409	9.505244109	81.6435286	-0.396485409	107.0191255	105.0228637	53.0057614	11.56941955
87.67698278	6.001760324	5.547804358	4.245082775	91.81245095	93.35595334	95.38781981	85.52051472	133.5099445	1169.297489	1169.75096	480.9727678	427.4772837	516.4415903	270.558127	317.5435766	14.69316666	425.7332609	179.7799099	15.69977462	202.5713022	129.152786	50.00200194	429.4036999	0.235635949	-0.384415461	9.527418594	82.26857716	-0.384415461	106.9878413	104.962397	54.28172912	7.640978686
87.46607968	5.98853826	5.54186125	4.24555357	92.52949409	93.68871071	95.7815465	84.90605585	132.7550148	1168.545299	1168.068753	482.3695191	427.4276787	515.4272284	270.5739602	316.99783	14.70449358	424.2429852	179.7894067	15.65904156	201.0562187	128.8903207	49.97929197	427.8771274	0.230983423	-0.405898845	9.563079142	81.11956777	-0.405898845	106.9309734	104.9246552	51.88321035	17.16989216
87.6600653	5.984149512	5.538178335	4.237538196	91.94468928	94.07505043	96.66817476	85.85526418	134.2878196	1168.647263	1168.486588	479.9027007	424.6642165	514.5725947	270.5069976	315.8749859	14.66190677	424.7265709	180.2908177	15.66125679	200.7222484	129.3471806	50.02635803	428.3584689	0.232727738	-0.39988313	9.473368841	81.45703171	-0.39988313	106.9240257	104.9188107	52.6262903	11.37085883
87.62455309	5.984026072	5.536461365	4.240020246	92.00753175	93.50609279	96.50391544	85.21732972	133.0288384	1169.542242	1168.75501	479.657803	421.2084917	513.0827305	270.7343388	315.874422	14.66492138	424.7762166	181.0300395	15.57875276	200.6194785	129.2142136	50.01974952	428.3700524	0.239974278	-0.415537034	9.549696302	80.6045133	-0.415537034	107.0630465	105.0922702	50.47652447	13.79467819
87.62492179	5.985214445	5.536306464	4.239469623	92.15935884	93.98941069	96.93480665	83.75040491	130.7997403	1180.605671	1180.239724	480.0457628	426.1527543	515.546353	270.3561498	314.7143175	14.66334353	423.8566337	180.4641824	15.59719766	198.5877062	128.9751074	50.02550293	427.5025448	0.199680662	-0.429399437	9.494457527	79.91218004	-0.429399437	106.3485125	104.3850961	50.00131764	17.85792654
87.58367521	5.982160847	5.532486498	4.236589231	93.07219621	94.77927135	97.97813821	81.97922269	128.2719811	1176.574796	1176.080619	483.0821714	427.413632	516.532934	270.480072	314.5828416	14.70219758	424.3450218	180.839612	15.66053495	197.9959582	129.2579832	50.01729845	427.8412059	0.152827211	-0.449493182	9.576861384	78.79380594	-0.449493182	105.0250823	103.078341	49.03831483	22.15090388
87.60273406	5.982403088	5.539059721	4.23945554	92.96206808	95.08883126	97.61459683	83.30547991	130.352714	1186.228196	1186.624159	481.9375902	423.5759569	515.2194119	270.9258216	314.3924333	14.75048626	424.7692652	181.3422853	15.69276385	198.1771189	129.1246664	49.9846828	428.3150395	0.150887558	-0.449969633	9.727225517	78.58233557	-0.449969633	105.0354776	103.0628345	48.85899179	24.4169667
87.63425001	5.984899691	5.53971297	4.238278997	92.42011556	94.94913899	97.30419205	81.5674541	127.2587049	1180.652707	1180.359816	482.7494203	431.4908982	520.2764566	270.3993898	314.0369368	14.45757403	425.0057855	178.4101956	15.44835137	199.423951	129.4093104	49.9880808	428.5753202	0.154502175	-0.448380515	9.524641169	78.81548443	-0.448380515	104.9866354	103.0460897	48.98214064	24.47273244
87.65221216	5.988683875	5.540741581	4.239823631	92.0399944	93.69970275	96.78952028	76.80784684	119.5864551	1154.50371	1154.973448	472.7155196	418.5165769	504.7331117	270.0549377	306.9058352	13.77107434	415.0773048	172.5826475	14.80727754	195.98076	128.9131598	50.00887014	418.9005256	0.150190636	-0.443502831	8.920182741	79.03444012	-0.443586163	104.984521	103.1320326	49.53447214	18.8955851
87.66300468	5.977311328	5.527977813	4.234167354	92.76713444	94.68044481	98.82861104	78.46657969	122.9160684	1147.156608	1147.265988	468.3175801	415.4993561	503.1796984	270.2439193	306.9635611	13.7623447	415.5229531	174.7387123	14.79421913	197.2060387	129.4379399	49.99149338	419.1299649	0.151697044	-0.446737953	8.917352204	78.90243105	-0.446737953	104.8126704	102.8788455	49.44669818	19.63550781
87.58894942	5.991792547	5.536505632	4.237378723	92.44792071	94.21124805	97.02892855	77.25073974	121.1440164	1137.656929	1136.650859	466.7552302	416.2610606	501.0923256	269.5631514	306.3402667	13.47290836	414.1530903	174.0382873	14.44870132	197.1770749	128.9589692	49.99795826	417.844678	0.163180325	-0.446753308	8.615605717	79.01737151	-0.446836643	105.1776601	103.3421227	49.35517423	17.44293373
87.6339604	5.993550674	5.543289855	4.249747188	92.38159306	93.98085528	97.86353688	78.68348314	123.2174177	1151.609834	1151.707623	468.866108	419.0588843	505.2888844	269.9705204	306.9223219	13.8260413	416.6861539	174.992516	14.69730423	199.7912684	129.503994	50.00406449	420.1968315	0.224289664	-0.430477615	8.862917907	80.10627216	-0.430477615	106.9046176	105.045683	49.56399526	18.34183732
87.60280401	5.998565261	5.546039997	4.249299855	92.0806894	93.29343876	96.57881614	80.99477093	126.4757256	1152.617782	1152.78776	474.2041388	424.8543005	511.9289322	270.21845	310.3699031	14.13685437	420.1337471	175.7454693	15.08472024	200.3490694	129.2530432	49.996482	423.6780618	0.231377806	-0.431087831	9.100882079	80.0213568	-0.431087831	106.9438762	104.9937198	49.34986798	21.09882188
87.63669508	5.994455045	5.548279203	4.251312485	92.1926255	93.79812791	97.21182678	83.14555584	129.934876	1157.57443	1157.69857	480.3754393	431.535394	518.7498428	270.498555	313.4011399	14.48313939	424.3712467	177.4759258	15.41164125	199.711653	129.0726603	49.9922645	427.9132797	0.230100906	-0.429756713	9.408020363	79.85185318	-0.429756713	106.9146526	105.0076962	49.10037533	24.19151301
87.60424473	5.991946383	5.543951168	4.250472031	91.91509978	93.69588201	97.8113775	83.74369955	130.8158638	1155.083667	1155.502298	481.9971803	428.2205269	518.1652843	270.7977568	314.8583708	14.74192309	426.0558199	177.1742056	15.64624647	200.5397613	129.2648072	49.99590975	429.6603895	0.23436135	-0.42808496	9.627069371	79.91415431	-0.42808496	106.979023	105.0185538	49.21743374	33.7900191
87.60860553	5.995120107	5.546143457	4.248118767	92.05153048	93.42041194	96.599523	83.55382607	130.5534601	1156.521065	1156.326532	481.7187815	432.5788154	520.5778405	270.69207	314.756113	14.61401123	425.8710634	176.5028093	15.58079895	200.8647482	128.9403162	49.99748347	429.5289073	0.232428665	-0.429003096	9.520106378	79.9194555	-0.429003096	106.9055345	104.8507375	49.26290604	37.42336652
87.62116112	5.990606783	5.545043129	4.24697657	92.04077042	93.36123705	96.52476395	83.42820821	130.7411147	1163.575154	1163.62752	484.6496249	435.4237082	522.6979441	270.6261885	315.8930171	14.84381027	426.1483288	178.0831491	15.68883867	200.7964238	129.2477916	49.97554746	429.6597826	0.233915619	-0.430827991	9.697649508	79.91536452	-0.430827991	106.9511972	105.0301545	49.01750856	37.69783967
87.65711369	5.989341758	5.544467043	4.243433271	92.19707551	93.65665091	96.75828324	83.91558728	131.2692808	1165.27867	1165.506356	484.0505994	435.2125155	521.4227108	270.9358847	315.3934968	14.80274812	426.8741565	178.4728714	15.63600623	200.3861617	129.0528466	50.01082819	430.4529137	0.233255608	-0.430328236	9.648618955	79.81945284	-0.430328236	106.984463	104.9592763	49.08204103	40.74952065
87.60380221	5.984268882	5.547608849	4.245744941	91.82884754	93.83400156	97.06626236	91.54447636	143.2553092	1186.320593	1186.393982	495.604601	443.3862665	532.3112337	271.6888402	321.3522767	15.70965852	427.2086012	180.2173097	16.65563732	203.5949638	129.2293366	50.00380944	430.7159221	0.23834553	-0.430496988	10.3115886	79.8578878	-0.430496988	107.0454726	105.0131143	49.09291197	50.21326621
87.65293765	5.989026209	5.543680205	4.239384791	91.90612589	94.07533873	96.42216277	93.79272905	146.433978	1180.78289	1180.542364	498.5847575	445.9904569	534.3283242	271.3540822	323.4051234	15.58459413	425.7620683	181.9044027	16.60994308	204.3027484	128.8514852	50.01643501	429.3964657	0.235173369	-0.429094087	10.20995616	79.88034263	-0.429094087	107.0303088	104.9811523	49.10958043	48.01488073
87.62099142	5.986029558	5.540065018	4.240561733	91.96202822	94.85921583	97.20150694	93.45858407	145.9704991	1181.085504	1182.050126	500.1957521	440.7232693	531.6323706	271.2955256	324.1756292	15.66523799	425.4375494	183.3877249	16.65374218	204.2158187	129.1889014	49.98198085	428.9873476	0.232096252	-0.433581645	10.29927132	79.88444143	-0.433581645	107.1901057	105.1561562	48.85720009	42.52321543
87.62406691	5.985793732	5.5405427	4.238972206	92.66748165	94.49427218	97.27945025	93.32176396	145.8244904	1181.518014	1181.459908	501.2886244	446.6881474	531.4901964	271.5340865	323.4744341	15.65765633	425.6170075	181.7659931	16.5701652	204.5060889	128.7967584	49.99630438	429.2651901	0.234919743	-0.429254063	10.25855272	80.02698438	-0.429254063	107.0572806	104.9959722	49.24810999	31.94299749
87.61387566	5.98393847	5.535657972	4.235782855	92.49891863	94.73127615	96.94025347	92.72839401	145.0538914	1185.556614	1186.389249	499.500102	443.8279078	532.3508007	271.7467577	321.8858878	15.65442758	423.5624922	180.5446655	16.75231235	202.9535493	129.1492437	49.97344589	427.2056084	0.236212305	-0.417657477	10.28166775	80.43909603	-0.417657477	107.0716749	104.9701597	50.39311553	28.18329785
87.76166139	5.985300071	5.534901805	4.240855208	92.03878568	94.2683746	96.62794452	94.42610057	147.7071283	1176.011485	1175.897161	497.5834621	443.3516515	532.3453275	271.7337133	322.2430864	15.64367155	425.1109071	181.8126425	16.58121878	202.9886122	128.7921619	50.00915039	428.6736049	0.240347995	-0.414743319	10.20519043	80.82413742	-0.414743319	107.1972828	105.0956529	50.88558387	22.07909555
87.64711607	5.992673498	5.545975795	4.24881869	91.19422177	94.20194711	96.09755697	93.71696175	146.5610331	1182.865403	1183.095643	499.7383053	444.699296	531.167418	271.6713056	322.6809923	15.76254056	424.4495867	182.3640231	16.77993472	202.6017271	129.061594	49.99419084	428.1094626	0.237721038	-0.401169351	10.29446446	81.38784803	-0.401169351	107.1154518	104.9084072	52.36541424	16.86952961
87.67759382	5.980470518	5.539949161	4.24126828	92.27023032	94.29031112	96.72862179	95.74926167	150.2807672	1102.969388	1103.287477	486.7339386	428.2718035	518.150145	271.7653357	321.2238439	15.56585194	420.6737048	182.5761253	16.57833943	202.6911619	128.8603084	50.01635908	424.2976789	0.23623554	-0.406424139	10.07821385	81.24669758	-0.406424139	107.0149656	104.8904197	51.93397799	14.79356001
87.62490891	5.977454949	5.535593448	4.237212298	91.79065408	94.33539017	97.06245767	95.61483933	149.6408151	1098.206299	1098.756803	484.5876035	432.851662	519.5872054	271.8569017	319.5448167	15.63461883	422.3856662	182.5279816	16.68729588	200.0261953	128.9812348	50.00834746	426.0107147	0.240359641	-0.408914367	10.19552102	81.04305007	-0.408914367	107.1405237	105.0153092	51.59582869	14.12269186
87.62736805	5.978447581	5.538788314	4.241749183	91.28429316	94.84102088	97.26343099	94.71033907	147.7961957	1095.418219	1095.09074	484.2921345	430.9732357	518.2436058	271.6525162	319.9261506	15.64843196	424.308568	183.2944458	16.57187712	200.3914514	129.0272245	49.98336125	427.9454337	0.245233542	-0.40892061	10.18758226	81.1154785	-0.40892061	107.3146577	105.1448768	51.3928224	12.4682479
87.62612292	5.976536212	5.540832409	4.240994452	90.56204142	95.31420826	98.84342113	94.99643205	148.4518431	1104.495033	1104.411654	483.5317116	428.5468215	515.8280148	271.856495	319.0653516	15.52217349	423.8491632	182.9833359	16.58892102	199.5325914	128.9398514	50.00063078	427.4204751	0.240547577	-0.415582172	10.09809007	80.70493177	-0.415582172	107.1625571	105.0877759	50.69024158	12.49562648
87.6634488	5.981796356	5.535700488	4.241371431	90.96105573	94.46534428	96.94452691	95.34074153	149.1941556	1106.529935	1106.740821	483.4389097	425.6887093	514.8937439	272.278437	319.5628448	15.7184528	424.4385177	183.9228183	16.66895127	199.2895705	129.0190285	50.02819461	428.0829175	0.239384292	-0.418026672	10.26845107	80.45762206	-0.418026672	107.0723908	104.9773093	50.25260417	14.086297
87.64268045	5.980714699	5.536916455	4.239562657	91.81924209	94.32229394	96.71453966	96.09023311	150.3998353	1102.729867	1102.519631	485.23291	433.8921649	519.8871452	272.0885262	320.8235174	15.67021362	425.3051886	185.1744308	16.67787006	199.6908085	128.7332654	50.00021548	428.9736784	0.242475912	-0.418751384	10.26003494	80.34316386	-0.418751384	107.0661556	104.9558508	49.97115359	15.04112899
87.64265097	5.986052497	5.539832205	4.245844654	91.37143348	93.7835017	96.51217285	93.84792471	147.0846719	1107.190153	1107.530649	486.7030132	431.9052687	520.2154229	271.8633932	321.6182492	15.65466108	425.151269	185.9822814	16.63663152	199.6592721	129.0551508	50.04327945	428.7990167	0.237072909	-0.427027201	10.24956033	79.96047455	-0.427027201	106.9341845	104.8493195	49.29718712	14.68347483
87.68307875	5.988728529	5.535421755	4.238128769	92.61530609	95.10209914	97.19535536	91.16984862	142.8867001	1112.221836	1112.525132	485.5973663	432.4911123	522.6675531	271.9487486	321.1457269	15.62627122	426.2734818	183.7872556	16.67582238	199.8650846	129.1005461	49.98356926	429.9024648	0.239785216	-0.429999531	10.24081346	79.9405134	-0.429999531	107.1284354	105.0711587	48.92095695	18.98553801
